Original,Translate,Translate_GPT_1
"A colu’ solamente, che giadisse","Sólo a él, que una vez","A quién solamente, que en un tiempo"
Più carnalmente mi solea   amare.,Me había amado más carnalmente.,Me había amado más sensualmente.
Ancora d’altra parte cuore humano,"En otra parte, el corazón humano","Desde otra perspectiva, el corazón humano"
"Non penserebe il gran dolor, ch’i’ sento,",No pensaría el gran dolor que siento.,No se imaginaría la profunda tristeza que siento.
Tratutte l’ore ch’i’ ò pensamento,De todas las horas que he pensado,De todos los momentos que he meditado
"De’ be’ basciar’, che m’ànno dato mano.",A los besitos que me dieron.,A los dulces besos que me dieron.
"Ogni’ Sollazo m’è ogi lontano,",Todos los placeres están lejos de mí.,"Cada diversión me es ahora remota,"
Ma non Ira e Dolori e Gran-Tormento:,pero no la ira y el dolor y el gran tormento:,pero no la indignación y el sufrimiento y la gran agonía
Costor si ànno fatto saramento,Ellos hicieron un juramento.,Ellos hicieron una promesa solemne.
Ch’i’ non uscirò lor mai di tra mano.,Que nunca saldré de sus manos.,Que nunca escaparé de sus garras.
"Or puo’ veder com’i’ son arivata,",Ahora puedes ver cómo llegué aquí.,"Ahora puedes ver cómo llegué,"
"Né al mi’ mal nonn-à altra cagione,","Y mi mal no tiene otra causa,",Mi sufrimiento no tiene otro origen.
Se non ched i’ fu’ troppo tosto nata.,Excepto el hecho de que nací demasiado pronto.,Excepto el hecho de que vine al mundo demasiado pronto.
Ma sapie ched io ò ferma intenzione,Pero quiero que sepas que tengo la intención firme.,Pero quiero que sepas que tengo la intención decidida.
"Ch’i’ sarò anchor per te vendicata,",Que yo también seré vengada por ti.,Que yo también seré reclamada por ti.
Settu ben riterrai la mia lezione.,Si consideras bien mi lección.,Si tienes cuidado con mi lección.
Non ne pos’altrementi far vengianza,No puedo hacer otra venganza.,No puedo hacer otra revancha.
"Se non per insegniarti mia dottrina,","Si no te enseña mi doctrina,",Si no te instruyo con mi filosofía.
Perciò che•llo me’ cor sì m’indovina,Porque mi corazón me adivina,Porque mi corazón me intuye
Chettu darai lor ancor gran micianza,Que aún les darás una gran derrota.,Que les infligirás otra gran derrota.
"A que’ ribaldi, che tanta viltanza",A esos rebeldes que tantos insultos,A los disidentes que habían hecho tantas ofensas
Me dicieano da sera e da mattina.,Me decían por la noche y por la mañana.,Me aconsejaban por la noche y por la mañana.
"Tutti gli meterai anche a la china,",Los pondrás a todos en el suelo.,"Los despojarás, los pondrás y los derribarás."
Se•ttu sa’ ben tener la tua bilanza.,Si tú puedes mantener tu balanza.,Si tú puedes aguantar tu balanza.
"Ché sie ciertana, s’i’ fosse dell’agio,","Para que esté segura, si pudiera,","Para que sea absoluta, si pudiera,"
"Figluola mia, che tu•ssè or presente,","Hija mía, que ahora estás presente,","Hija mía, que estés presente ahora,"
"Ch’i’ gli pagherè’ ben di lor oltragio,",Les pagaría bien por su desacato.,Los recompensaría generosamente por su ofensa.
"Sì che ciascuno farè’ star dolente,","Para que todo el mundo se sienta afligido,",Para que cada uno se sienta afligido.
"Già tanto non sareb’e’ pro’ né sagio,","Ya tanto no sería ni prudente ni sabio,",Ya tanto no sería ni prudente ni sagaz.
Ched i’ non ne faciesse pan-chiedente.,Que yo no lo hiciera pan-chiesante.,Que no lo supiera.
"In gran povèrta tutti gli metesse,",Los pondría a todos en una gran pobreza.,Los pondría en gran miseria.
"Sì come t’ò di sopra sermonato,","Como te dije arriba,","Como ya te expliqué,"
E’ si sarebe il primo dispogliato,Y sería el primer vestuario.,Y sería el primer vestuario.
"Colui, che più cara mi tenesse.",El que me amaba más.,Lo que era más valioso para mí.
"Di nessun mai pietà non mi prendesse,","De nadie jamás me daría piedad,","De nadie jamás me tomaría la misericordia,"
Ché ciaschedun vorrè’ aver disertato:,Porque cada uno desearía haber desertado:,Porque cada uno quería evitarlo.
Ché sie ciertana ch’e’ nonn-è peccato,Para que esté segura de que no es pecado,Para asegurarse de que no es una culpa.
"Punir la lor malatia, chi potesse.","Castigar su enfermedad, quién podría.","Castigar su enfermedad, cualquiera que pueda."
Ma e’ non dubitan guari mia minacia,Pero ellos no temen mucho mi amenaza.,Ellos no están asustados de mi intimidación.
"Né non fan forza di cosa, ch’i’ dica,","Y no hacen fuerza de lo que dice,","No tienen en cuenta lo que digo,"
Per ciò ch’è troppo crespa la mia facia.,Porque mi cara está muy crujiente.,Porque mi cara es demasiado arrugada.
"Figliuola mia, se Dio ti benedica,","Hija mía, si Dios te bendiga,","Hija mía, si Dios te da su bendición,"
"I’ non so chi vendetta me ne faccia,",No sé quién me está vengando.,No sé quién me hace justicia.
"Se non tu, ch’i’ per me son troppo antica.","Si no eres tú, que soy demasiado vieja para mí.","Si no eres tú, que soy demasiado vieja para mí."
"Molte volte mi disse quel ribaldo,",Muchas veces me dijo ese sinvergüenza.,Muchas veces me dijo ese gilipollas.
"Per chu’ i’ ebi tanta pena e male,",Así que tuve tanto dolor y mal,Así que sentí gran tristeza y sufrimiento.
Ched e’ verebe ancor tal   tenporale,que aún estaría sujeta a una tormenta.,que aún estaría sujeta a tormenta.
Ched i’ avrei spesso fredo e caldo.,Porque a menudo tendría frío y calor.,Porque a menudo tendría escalofríos y calor.
"Ben disse ver, quel conto ò i’ ben saldo;",Y dijo: Yo he pagado bien la cuenta;,"Pues bien, afirmó, esa factura la pagué bien."
"Ma, per l’agio, ch’i’ ebi tanto e tale",pero por la comodidad que he tenido tanto y tal,Pero por el alivio que he sentido tanto y tan grande.
Che tutto quanto il cuor mi ne trasale,que todo mi corazón todavía está conmovido,que todo mi corazón todavía está molesto
"Quand’i’ rimenbro, si ritorna baldo.","Cuando pienso en ello, me vuelve asqueroso.","Cuando lo pienso, me vuelve atrevido."
"Giovane donna nonn-è mai oziosa,","La joven nunca es ociosa,",La joven nunca está inactiva.
"Sed ella ben al fatto si ripensa,","Pero piensa bien en sus acciones,",Pero considera cuidadosamente sus movimientos.
Per ch’ella sti’ a menar vita gioiosa.,Así vive una vida gozosa.,Así vive una vida feliz.
"Ma’ ch’ella pensi a chieder sua dispensa,","Pero cuando piensa en pedir su perdón,","Cuando piensa en implorar su perdón,"
"Sì ch’ella non si truovi sofrattosa,",para que no se encuentre en dificultades,Para que no esté en apuros.
Quando Vechieza vien poi chell’adesa.,Cuando la vejez llega a adherirse a ella.,Cuando la edad avanzada se aferra a ellos.
"Or ti dirò, figluola mia cortese,","Ahora te diré, hija mi amable,","Ahora te diré, mi dulce hija,"
"Po’ che parlar   possiamo per ligire,","porque podemos hablar libremente,",Porque podemos discutir sin límites.
"E più arditamente, ver vo’ dire,","Y más audazmente, quiero decir,","audazmente, expreso,"
"Chennoi non solavàn, quest’è palese.","que no sólo tenemos que descansar, eso es evidente.",Es evidente que no solo tenemos que relajarnos.
"Tu sì sa’ ben ch’i’ son d’istran paese,","Sabes muy bien que soy de un país extranjero,",Tú sabes claramente que soy de una nación extranjera.
"E, s’i’ son messa qui per te nodrire,","Y si me han puesto aquí para alimentarte,","Y si me han puesto aquí para alimentarte,"
"Sì ti priego, figluola, chett’atire","Por favor, hija, que te dediques.","Por favor, progenie, que te apliques"
In saper guadagniar   ben tue spese.,Aprender a ganarte bien a ti misma.,aprender a obtener un buen ingreso para sí misma.
Non ch’i’ te dica ch’i’ voglia pensare,No te digo que quiero pensar.,No te digo que quiero pensar.
"Chettu d’Amor per me sie ’nviluppata,","que estés enamorada de mí,","que estés fascinada conmigo,"
Ma tuttor sì te voglio ricontare,Pero siempre quiero contarte.,"Sin embargo, siempre quiero contarte a ti"
"La via ond’io dovrè’ esser andata,",el camino que tenía que recorrer,El camino que tenía que tomar.
"E ’n che maniera mi dovea menare,",y cómo debo comportarme,y cómo tenía que actuar
Anzi che mia bieltà fosse passata.,Antes de que mi belleza pasara.,Antes de que mi aventura desapareciera.
"Figluola mia, chi vuol gioir d’Amore,","Hija mía, ¿quién quiere regocijarse de amor,","Hija mía, quien desea regocijarse de amor,"
Convien ch’e’ sapia i suo’ comandamenti.,Conviene en que sepa sus mandamientos.,Es conveniente que conozca sus preceptos.
Ver è ched e’ ve n’à due dispiacienti:,Es cierto que hay dos descontentos:,Es cierto que hay dos insatisfechos.
"Chi se ne ’nbriga,   sì fa gran follore.",¿Quién se preocupa? Hace mucho ruido.,"Quien se preocupa poco por él, hace un gran ruido."
L’un dicie che ’n un sol luogo   il tu’ cuore,Uno dice que tu corazón,Uno dice que tu corazón
"Tu metta, sanza farne partimenti;","Póngase, sin hacer partes;","Impones, sin participar."
L’altro vuol chessie largo in far presenti:,El otro quiere que seas generosa haciendo regalos:,El otro desea que seas murciélago en ofrecer regalos.
"Chi di ciò ’l crede, falleria ancore.","Quien crea en esto, fallará de nuevo.","Quien tenga fe en esto, volverá a equivocarse."
"Inulla guisa, figlia, vo’ sia larga,","De ninguna manera, hija, quiero que seas generosa.","En ningún caso, progenie, deseo que seas magnánima."
Né che ’l tu’ cuor   tu metti in un sol luogo;,"y no pongas tu corazón en un solo lugar,",No concentres todas tus esperanzas en un solo lugar.
"Ma, se mi credi, in più luoghi lo larga.","Pero si me crees, amplíalo a más lugares.","Sin embargo, si confías en mí, expandelo en más lugares."
"Se dài presenti,   fa che vaglian poco:","Si haces regalos, haz que valgan poco:","Si haces regalos, haz que tengan un costo bajo."
"Che, s’e’ ti dona Lucca, dàgli Barga.","Si te queda bien Lucca, dale a Barga.","Si te queda bien Lucca, arréglale a Barga."
Così sarai tuttor   Donna-del-Guocho.,Así siempre serás la mujer del juego.,Así siempre serás la reina de la diversión.
"Donar   di femina si è gran follia,",Dar regalos de mujer es una locura.,Ofrecer asistentes femeninos es una gran locura.
Sed e’ non s’è un poco a gienti atrare,Pero no está mal atraer a la gente.,"Atraer a la gente, pero no es desagradable"
"Là dov’ella si creda su’ pro fare,","donde se cree que puede hacer algo,",Donde crees que tienes la oportunidad de hacer algo.
E che ’l su’ dono radoppiato le sia.,Y que su regalo se duplicó.,y que el don se multiplique.
Quella non tengh’i’ già per villania:,Eso no lo tengo por maldad.,Eso no lo guardo por maldad.
"Ben ti consento quel cotal donare,","Te permito hacer este tipo de regalos,",Te permito hacer este tipo de regalos.
"Chéttu non vi puo’, se non guadagnare;",Porque no puedes hacer otra cosa que ganar dinero;,Porque no tienes otra opción que conseguir ingresos.
Gran senn’è a far   tal mercatantia.,gran sabiduría hacer esta mercancía.,Engrandece la sabiduría de llevar a cabo esta mercancía.
"Agl’uomini lasciàn far   la largheza,",A los hombres les dejamos ser generosos.,Dejemos que los hombres ejerzan la magnanimidad.
"Ché Natura la ci à, pez’è, vietata:",porque la naturaleza nos ha prohibido;,Porque la naturaleza nos la prohibió.
Dunque a femina farla si è senpieza;,Entonces para las mujeres es fácil hacerlo;,Entonces para las mujeres es fácil hacerlo;
"Avegnia che ciascun’è sì afetata,","Sin embargo, cada uno se siente tan atraído,","Sin embargo, cada uno está tan fascinado."
"Che volontier di lei fanno straneza,","que con mucho gusto son una excepción para usted,","que con mucho gusto hacen una excepción para ella,"
Sed e’ non s’è alcuna disperata.,Pero no hay nadie desesperado.,Pero no hay ningún desolado.
"I’ lodo ben, se•ttu vuo’ far amico,",Me alegro de que quieras hacerte un amigo.,Estoy feliz si quieres hacer una alianza.
"Che ’l bel valletto, che tant’è piaciente,","de ese chico guapo, que es tan agradable,","de ese joven atractivo, que es tan agradable."
"Che de le gioie ti fecie presente,",que te ha dado regalos de alegría,que te dio alegría
"E àtti amata di gran tenpo antico,","y que te amó por mucho tiempo,",Y que te adoraba por mucho tiempo.
Chettu sì ll’ami; ma tuttor ti dico,"Que tú también lo amas, pero aún te digo",Que tú también lo adores; pero todavía te digo
"Chettu no ll’ami troppo fermamente,","que no deberías amarlo demasiado firmemente,",Que no deberías amarlo demasiado.
"Ma fa che degli altr’ami, sagiamente,","Pero en cambio, ama a los demás con sabiduría,","En cambio, ama a los demás con prudencia."
"Ché ’l cuor, che•nn’ama un sol, non val un fico.",Porque el corazón que no ama a nadie no vale una higuera.,Porque un corazón que no es fiel a uno no vale ni un centavo.
"Ed io te ne chiedrò degl’altri assai,","Y yo te preguntaré por los otros a menudo,",Y yo te pediré con frecuencia a otros.
"Sì che d’aver sarai   tuttor fornita,","Para que aún estés disponible,",Para que aún estés lleno.
Ed e’ n’andranno con pene e con guai.,Y se irán con dolor y pesar.,Se alejarán con tristeza y pesar.
"Se ttu mi credi, e Cristo ti dà vita,","Si me crees, y Cristo te da la vida,","Si confías en mí, y Cristo te da la existencia,"
"Tu tti fodrai   d’ermine, e di vai,","Te pondrás piel y terciopelo,",Te pondrás piel y satén.
E la tua borsa fia tuttor fornita.,Y tu bolso siempre estará lleno.,Y tu bolso siempre estará lleno.
"Buon acontar fa huon, c’abia danari,","Una buena cuenta lo hace quien tiene el dinero,",Una buena cuenta lo hace quien tiene los recursos.
Ma’ ched e’ sia chi ben pelar li saccia:,Pero es mejor si sabe cómo manejarlos bien:,"Sin embargo, es preferible que sepa cómo manejarlos con habilidad."
"Con quel cotal fa buon intrar in caccia,","Con ese tipo, tendrás buena suerte en la caza,","Con ese tipo, tendrás éxito en la investigación."
Ma’ ched e’ no gli tenga troppo cari.,Pero que no se preocupe demasiado por ellos.,Pero que no los considere demasiado importante.
"L’acontanza a color, che•sson avari,",la constancia de aquellos que son avariciosos,la perseverancia de los que son ahorrativos
Sì par c’a Dio e al mondo dispiaccia:,"lamento a Dios y al mundo,",Dios y la humanidad están tristes.
