Original,Translate,Translate_GPT_1
"Vedete qui fermagli, ch’e’ le manda,","Hier sehen Sie die Schnürsenkel, die sie geschickt haben.","Sehen Sie sich die Accessoires an, die er ihr geschickt hat."
"E queste anella, e questi intrecciatoi,","und diese Nägel und diese Fesseln,",und diese Ringe und diese Stücke
Ancora questa tranobil ghirlanda.,Und diese edle Girlande.,Und auch diese prächtige Krone.
Il fatto suo si tien tratutto a voi;,Seine Tatsache ist euch anvertraut;,Seine Aufgabe ist euch anvertraut;
Ciascun di noi  per sé ’l vi racomanda.,Jeder von uns empfiehlt es euch.,Jeder von uns empfiehlt es euch.
Del fatto vostro penserén ben noi».,Wir denken gut über eure Tatsache nach.,Wir denken gut über euer Schicksal nach.
"La Vechia sì rispuose san’ tardare,",Die Alte antwortete ohne Verzögerung.,"Die Alte antwortete schnell,"
"Ché ’l male e ’l ben sapea, quantunque n’era:","Denn er wusste von Gut und Böse, was auch immer war:","Denn er kannte das Gute und das Böse, was auch immer es war."
"«Vo’ mi fate così dolze preghera,","Ihr gebt mir so süßes Gebet,","Ihr gebt mir so freundliches Flehen,"
Ch’i’ no lo vi saprei giamai vietare.,Dass ich dich nie ablehnen könnte.,Dass ich nie abfallen könnte
Questi gioelli i’ sì vo’ ben portare,Ich will diese Juwelen mitbringen.,Diese Juwelen möchte ich tragen
"E dargli nella più bella maniera,","und sie ihm auf die schönste Weise geben,",und sie auf die angenehmste Art und Weise ausliefern.
"Che io potrò; ma una lingua fiera,","daß ich kann; aber eine stolze Sprache,","Dass ich es kann, aber eine stolze Sprache."
"Che quaentr’è, mi fa molto dottare,","Es tut mir sehr weh, dass ich hier bin.","das hier existiert, mich tief verletzt,"
"Ecciò è Malabocca maldiciente,","Und das ist bösartiges Malabocca,",Das ist verleumderische Malabocca.
"Che truova ognie dì nuovi misfatti,","daß er jeden Tag neue Missetaten findet,",Dass er jeden Tag neue Bösewichte entdeckt.
"Né non riguarda amico, né parente».",Er respektiert weder Freund noch Verwandte.,Er beobachtet weder Freund noch Blut.
"«No ’l ridottate più giamai a’ fatti,",Lasst ihn nie wieder auf Tatsachen zurück.,Begrenzen Sie ihn nie wieder auf Details.
"Ché noi sì•ll’abiàn morto, quel dolente,","Denn wir würden ihn töten, diesen Schmerzenden,",Weil wir diesen misshandelten Kerl aus dem Weg räumen würden.
Sanza ch’e’ ’n noi trovasse trieva o patti.,ohne daß er einen Waffenstillstand oder eine Bedingung fand.,ohne daß er eine Erleichterung oder ein Ende fand.
Ciertana mente noi gli abiàn seghata,Natürlich haben wir ihn zerschnitten.,"Zweifellos, während wir ihn abgeschnitten haben."
"La gola, e’ giacie morto nel fossato.",Seine Kehle liegt tot im Graben.,Der Kehlkopf ist inert in der Schlucht.
"E’ nonn-à guari che noi l’abiàn gittato,","Es ist nicht lange her, dass wir ihn dort hingeworfen haben.","Es ist nicht lange her, seit wir ihn dort hingeschleudert haben."
E ’l Diavolo si n’à l’anima portata».,Und der Teufel hat seine Seele weggenommen.,Und der Dämon hat seine Seele über sich genommen.
La Vechia sì rispuose: «Or è amendata,"Die Alte antwortete: ""Jetzt ist es gelöst","""Die Alte antwortete: ""Jetzt ist sie in Ordnung."""
"Nostra bisognia, po’ ch’egli è sì andato.","Unser Problem, denn er ist weg","Unser Dilemma, denn er ist weg."
"Cholui, chu’ vo’ m’avete acomandato,","Der, den ihr mir empfohlen habt,",Was Sie mir vorgeschlagen haben.
I’ metterò   in servirlo mia pensata.,"Ich werde ihm mit allem, was ich tue, dienen.",Ich werde ihm mit all meiner Hingabe dienen.
Dit’al valetto ch’i’ ne parleròe:,"Sagen Sie dem Diener, dass ich darüber reden werde.","Sagen Sie dem Diener, dass ich das besprechen werde."
"Quando vedrò   che ’l fatto sia ben giunto,","und wenn ich sehe, daß die Sache gut vollendet ist,","Und wenn ich sehe, dass die Aufgabe erfüllt ist,"
I’ tutta sola a chieder sì•ll’andròe».,Ich werde allein zu ihm gehen und ihn um Hilfe bitten.,Ich werde ihn persönlich um seine Unterstützung bitten.
"Allor si parte, ed ivi fecie punto,",Da trennte er sich und machte dort einen Punkt.,Dann zerbrach er sich und legte dort eine Grenze.
E tutti quanti a Dio gli acomandòe.,"und allen, die ihm Gott empfohlen hatten.",Und er riet ihm allen allen.
Molto mi parve che ’l fatto sie ’n punto.,"Es schien mir, als wäre es getan worden.","Ich dachte, die Aktion wäre beendet."
Dritta a la camera a la donna mia,"Direkt ins Zimmer und meine Frau,",Direkt zum Zimmer und meine Dame.
"N’andò   la Vechia, quanto può, trotando,","Die Alte ging so schnell, wie sie konnte, indem sie klopfte","Die Alte ging schnell, so schnell sie konnte, galoppierte."
"E quella la trovò molto pensando,","und fand sie sehr nachdenklich,",Und er sah sie sehr meditabunda.
Come se fosse d’una voglia ria.,Als wäre sie in schlechter Laune.,Als wäre sie in schlechter Laune.
"Crucciosa so ch’era, ché non ridea.","Sie machte sich Sorgen, denn sie lachte nicht.","Sie war ängstlich, denn sie hatte keinen Spaß."
"Sì tosto alor la va riconfor’ dando,","Und alsbald fing die Alte an, sie zu trösten,","Sofort fing die Älteste an, sie zu trösten."
"E disse: «Figluola mia,   io ti comando","und sprach: Mein Kind, ich befehle dir.","Und er sprach: Kind, ich gebiete dir"
Che•ttu nonn-entri già in malinconia;,daß du nicht in Melancholie kommst;,daß du nicht in Traurigkeit fallest
E ve’cciò che tu’ amico ti presenta».,"Und sieh mal, hier ist dein Freund, der dich vorstellt.","Und sieh mal, hier ist dein Kumpel, der dich vorstellt."
"Allor le mostra quelle gioielette,",Dann zeigen Sie ihr schöne Juwelen.,Dann stellte er ihr schöne Juwelen vor.
Pregando   la c’a prenderl’aconsenta:,"Bitte stimmen Sie zu, sie zu holen.","Ich flehe Sie an, erlauben Sie mir, sie zu kaufen."
«Reguarda com’elle son belle e nette».,"Sieh mal, wie schön und sauber sie sind.","Sieh dir an, wie wunderschön und makellos sie sind."
E quell’a domandar non fu già lenta,"Und das war nicht langsam, um zu fragen.",Und das war nicht zu spät zu fragen
"Chi era colui, che gliele tramette.","Wer ist es, der es ihm übergibt?","Wer war es, der es ihm übergab?"
"«Il bel valetto, di chu’ biasmo avesti","""Der hübsche Diener, über den du dich beschwert hast,","Der hübsche Diener, über den du dich beschwert hast,"
"Giadiss’èsi colui, che•lle ti manda","Er ist es, der ihn zu dir gesandt hat,",Er ist der Autor der Sendung.
"E ’l rimanente, c’à, è a tua comanda.",Und der Rest steht Ihnen zur Verfügung.,Und der Rest steht Ihnen zur Verfügung.
Unquanche huon più cortese non vedesti:,"Du hast noch nie jemanden gesehen, der freundlicher ist als er.","Du hast noch nie jemanden gesehen, der netter ist als er."
"E’ prieghati, se mai ben gli volesti,","Bitte, wenn du ihn jemals liebst,","Bitte, wenn du ihn jemals liebst, flehe ihn an, wenn er jemals Zuneigung zu ihm hat."
"Che, per l’amor di lui, questa ghirlanda","dass aus Liebe zu ihm du, dieser Kranz,","daß du durch seine Zuneigung, diese Krone,"
Degie portare; e’ sì sé racomanda,dass du sie mitbringst und dass sie dir alles empfiehlt.,daß du sie mit dir trägst und daß sie alles auf dich verläßt.
Del tutto atte: gran peccato faresti,Ganz zu dir: Du würdest eine große Sünde machen,Ganz zu dir: Du würdest einen schweren Fehler machen
Se ’l su’ presente tu gli rifusassi;,"Wenn ich ihm sein Geschenk verweigern würde,",Wenn ich ihm seine Gabe verleugne.
"Ch’i’ son ciertana ch’e’ si disperebbe,","Ich bin sicher, dass es ihm leid tun würde,","Ich bin sicher, dass es ihm leid tut."
Se•ttu così del tutto lo sfidassi;,wenn du ihn auf diese Weise herausfordern würdest;,Wenn du ihn so anstrengst...
"Ché quanto, ch’e’ potesse, e’ sì farebe","weil er alles tun würde, was er könnte,","Weil er alles tun würde, was möglich ist."
"Per te, e sofferria che•llo ’ngaggiassi,","für dich, und er würde es ertragen, dass du es ablehnen würdest,","Für dich, und er würde es tolerieren, dass du ihn abschlägst."
"E, se ’l vendessi, sì gli piacierebe».","Und wenn ich es verkaufen würde, würde es ihm gefallen.","Und wenn ich es gebe, würde es ihm gefallen."
"«Madonna, i’ dubito tanto Gielosia","""Madonna, ich bezweifle so sehr an Eifersucht,","Santa, ich habe einen starken Verdacht auf Neid,"
Ch’esto presente prender non osasse;,"dass ich es nicht wage, dieses Geschenk anzunehmen;","Dass ich nicht den Mut hatte, dieses Geschenk anzunehmen."
Ché•sse domane ella mi domandasse:,Wenn Sie mich morgen fragen würden:,Wenn Sie mich morgen fragen würden...
"“Chi ’l ti donò?”, io come le diria?».","Wer hat dir das gegeben?"" Wie würde ich antworten?",Wer hat dir das erlaubt? Wie würde ich antworten?
"«Risposta buona i’ non ti cieleria,",Ich werde dir eine gute Antwort geben.,Ich werde dir eine angemessene Antwort geben.
"Che, s’ogni’altra risposta ti falasse,","Wenn dir alle anderen Antworten versagen,","Falls alle anderen Alternativen nicht funktionieren,"
"Sì dì almen ched i’ la ti donasse,","Du sagst einfach, dass er es dir schenkt,","Du sagst einfach, er würde es dir geben."
Ed i’ le dirò ben ch’e’ così sia».,"Und ich sage Ihnen, dass es so ist.","Und ich werde Ihnen sagen, dass es so ist."
"Allor la Vechia la ghirlanda prese,","Dann nahm die Alte den Kranz,",Dann griff die Älteste die Guirlanda.
E ’n su le treccie bionde a la pulciella,"und unter den blonden Zöpfen des Mädchens,","Unter den goldenen Zöpfen des Mädchens,"
"La puose, e quella   guar’ non si contese.",Sie kämpfte nicht zu sehr.,"Kleidung, und sie nicht zu viel einwenden."
"E po’ prese   lo spechio, e sì•ll’apella,",Und er nahm den Spiegel und rief ihn.,Dann schnappte er sich den Spiegel und lud ihn ein.
"E disse: «Vien’ qua, figluola cortese,","und sagte: ""Komm her, freundliche Tochter,","Und er sagte: ""Komm her, freundliche Tochter,"
Riguardati se•ttu sè punto bella!».,"Schau, ob du noch hübsch bist!""","Überprüfe dich selbst, ob du noch attraktiv bist!"
Alor Bellacoglienza più non tarda:,Dann ist Schönheit nicht zu spät:,Die Begrüßung verweilt also nicht mehr.
"In mantenente lo spechi’ebe in mano,","der Spiegel in der Hand gehalten wird,",Er greift den Spiegel an.
Si vide il viso suo umile   e piano;,sein bescheidenes und einfaches Gesicht zu sehen ist;,Er sieht sein bescheidenes und naives Gesicht.
Per molte volte nello spechio guarda.,Viele Male im Spiegel sehen,"Prüfe, schaue, schaue"
"La Vechia, che ll’avea presa en sua guarda,","Die alte Dame, die sie auf sich aufmerksam gemacht hatte,","Die Älteste, die sie unter ihrem Schutz gefangen hatte,"
"Le giura e dicie: «Per lo Dio sovrano,","Sie schwört und sagt zu ihr: ""Für den souveränen Gott,","Er versichert ihr und sagt: ""Für den höchsten Souverän,"
"Ch’unquanche Isotta, l’amica Tristano,","dass Isotta, die Freundin von Tristan,","dass Isotta, die Freundin von Tristan,"
"Come tussè, figluola mia gientile.",Du bist meine nette Tochter.,Wie du meine liebe Tochter bist.
"Or convien che•ttu abie il mi’ consiglio,",Jetzt bekommst du meinen Rat.,"Jetzt ist es gut, dass du meinen Vorschlag nimmst."
Che cader non potessi in luogo vile.,damit sie nicht in einen üblen Ort fallen.,Damit wir nicht in eine abscheuliche Situation geraten.
"Se non sai guar’, i’ non mi maraviglio,","Wenn du nicht heilen kannst, dann wundere ich mich nicht.","Wenn du nicht heilen kannst, bin ich nicht überrascht."
"Ché giovan uon non puot’esser sottile,","denn ein junger Mann kann nicht schlau sein,",Weil ein junger Mann nicht klug sein kann.
"Chéd i’, quanto più vivo, più asottiglio.","Denn je lebendiger ich bin, desto besser werde ich.","Denn je mehr ich mich wehre, desto scharfer werde ich."
"Figluola mia, cortese ed insegniata,","Meine Tochter, höflich und gebildet,","Meine Tochter, nett und kultiviert."
La tua gran gioia si è ancor a venire.,Deine große Freude muss noch kommen.,Deine große Freude muss noch kommen.
"Or me convien me piangier e languire,",Jetzt muss ich weinen und bluten.,Jetzt muss ich mich beschweren und leiden.
"Chélla mia sì se n’è tutta passata,","Denn mein ist alles vergangen,",Denn meins ist vorbei.
"Né non fie mai per me più ritrovata,","Und sie wird nie wieder für mich gefunden werden,","Und sie wird nie wieder für mich gefunden werden,"
Chéd ella mi giurò di non reddire.,"Weil er mir geschworen hat, nicht zurückzukommen.","Weil er mir feierlich versprochen hat, nicht zurückzukehren."
"Or n’ò ’n consigliar te, che dé’ sentire","Jetzt habe ich einen Rat für dich, den du hören musst.","Jetzt habe ich einen Vorschlag für dich, den du in Betracht ziehen musst."
"Il caldo del brandone, che sie avisata","die Wärme der Leidenschaft, um gewarnt zu werden","Die Wärme des Eifers, um informiert zu werden"
Che non faciessi sì come fec’io:,"Du sollst nicht so tun, wie ich es getan habe.","Vermeiden Sie, meine Taten zu replizieren"
"De ch’i’   son trista, quand’e’ men rimenbra","von denen ich traurig bin, wenn ich mich erinnere","Von denen ich betrübt bin, wenn ich mich erinnere"
Ch’i’   non posso tornare a lavorio.,Ich kann nicht zurück an die Arbeit.,Ich kann den Dienst nicht wieder aufnehmen.
Per ch’i’ te dico ben ched e’ mi senbra.,"Also sage ich dir, es ist fair.","Deshalb sage ich Ihnen, dass ich das für angemessen halte."
"Settu creder vorà’ ’l consiglio mio,","Wenn du meinem Rat glauben willst,","Wenn du meinen Vorschlag annehmen willst,"
"Tu sì non perderai aver, né menbra.",Du wirst weder Reichtum noch Ruhm verlieren.,Du wirst weder Wohlstand noch Bekanntheit verlieren.
Se del giuoco d’amor i’ fosse essuta,Wenn ich ein Experte für das Spiel der Liebe wäre,Wenn ich mit Liebeskunst vertraut wäre
"Ben sagia, quand’i’ era giovanella,","Ich wusste es, als ich jung war,","Ich wusste es, als ich jung war."
"I’ sare’ richa più che damigiella,",Ich wäre reicher als eine Brautjungfer.,Ich wäre reicher gewesen als eine Prinzessin.
"O donna, chettu agie ogi veduta:","Frau, die du je gesehen hast,","O eine Frau, die du je gesehen hast,"
Ch’i’ fu’ sì trapiaciente in mia venuta,weil ich bei meiner Ankunft so faszinierend war,"Weil ich so attraktiv war, als ich kam."
Che per tutto corea la novella,Dass in der ganzen Welt die Nachricht,dass in der ganzen Welt die Geschichte
"Com’i’ era cortese, e giente, e bella.","Wie höflich, nett und hübsch ich war.","Wie höflich, nett und attraktiv ich war."
"Macciò mi pesa, ch’i’ non fu’ saputa.","Aber es macht mir schwer, dass ich es nicht wusste.","Ich bedaure, dass ich nicht die Fähigkeit hatte."
"Or s’i’ mi doglio, quand’i’ mi rimiro","Jetzt beschwere ich mich, wenn ich mich ansehe.","Es tut mir leid, wenn ich mich beobachte."
"Dentro a lo spechio, ed i’ vego invechiarmi,","in den Spiegel, und ich sehe mich alt werden,","Im Inneren des Spiegels, und ich sehe, wie ich alt werde."
Molto nel mi’ cuore me n’adiro.,Ich bin sehr wütend in meinem Herzen.,Ich bin tief in meiner Seele wütend.
"Ver è ched i’ di ciò non posso atarmi,","Es ist wahr, dass ich nichts dagegen tun kann.","Es ist unleugbar, dass es nichts zu tun gibt."
"Sì che per molte volte ne sospiro,",Und so seufze ich oft,und so für viele Male inspiriert
Quand’i’ vegio biltate abandonarmi.,"Wenn ich meine Schönheit sehe, verlasse ich mich.","Wenn ich sehe, wie meine Pracht verschwindet."
"Per tutto ’l mondo i’ era ricordata,","Auf der ganzen Welt wurde ich daran erinnert,","Auf der ganzen Welt war ich berühmt,"
"Com’io t’ò detto, de la mia  bieltate,","Wie ich dir gesagt habe, für meine Schönheit,","Wie ich dir erklärt habe, für mein Erlebnis..."
E molte zuffe ne fur cominciate,und viele Streitigkeiten wurden begonnen,und zahlreiche Streitigkeiten wurden eingeleitet
E molte gienti alcun’ora piagata;,und viele Menschen wurden verletzt;,und zahlreiche Personen wurden verletzt;
"Ché que’, che mi crede’ aver più legata,","Denn diejenigen, die dachten, sie hätten mich gefesselt","Denn diejenigen, die glaubten, mich gebunden zu haben"
Assa’ mostrav’i’ più di duritate:,Ich habe ihnen mehr Härte gezeigt.,Ich habe ihnen mehr Härte erwiesen.
"Le mie promesse gli venian fallate,","Meine Verheißungen sind nicht erfüllt worden,","Meine Verheißungen haben sich nicht erfüllt,"
C’altre persone m’avieno inarrata.,Weil andere Leute mich getäuscht haben.,Weil andere Leute mich gequält haben.
Per molte volte m’era l’uscio rotto,Viele Male war meine Tür kaputt.,Bei vielen Gelegenheiten war meine Tür beschädigt.
"E tentennato, quand’io mi dormia;","und als ich geschlafen habe,","und ausgerottet, wenn ich schlief."
