Original,Translate,Translate_GPT_1
Ched e’ verebe ancor tal   tenporale,que je serais encore sujette à l'orage,que je serais encore sujette à l'orage
Ched i’ avrei spesso fredo e caldo.,Parce que j'aurais souvent froid et chaud.,Parce que j'aurais souvent des frissons et de la chaleur.
"Ben disse ver, quel conto ò i’ ben saldo;","Eh bien, dit-il, je l'ai bien payé;","Eh bien, dit - il, j'ai bien payé cette facture."
"Ma, per l’agio, ch’i’ ebi tanto e tale",mais pour le confort que j'ai eu tant et tel,Mais pour le soulagement que j'ai ressenti tant et si grand.
Che tutto quanto il cuor mi ne trasale,que tout mon cœur est encore ébranlé,que tout mon cœur est encore bouleversé
"Quand’i’ rimenbro, si ritorna baldo.","Quand j'y pense, ça me revient.","Quand j'y réfléchis, ça me revient audacieux."
"Giovane donna nonn-è mai oziosa,",La jeune femme n'est jamais oisive.,"La jeune femme n'est jamais inactive,"
"Sed ella ben al fatto si ripensa,","mais pense bien à ses actions,",Mais regardez attentivement ses mouvements.
Per ch’ella sti’ a menar vita gioiosa.,C'est comme ça qu'il vit une vie joyeuse.,C'est comme ça qu'il vit une vie heureuse.
"Ma’ ch’ella pensi a chieder sua dispensa,","Mais quand il pense à demander son pardon,","Quand il compte implorer son pardon,"
"Sì ch’ella non si truovi sofrattosa,",afin qu'il ne soit pas en difficulté,Pour qu'il ne soit pas en difficulté
Quando Vechieza vien poi chell’adesa.,quand la vieillesse arrive à les rejoindre.,Quand l'âge s'accroche à eux.
"Or ti dirò, figluola mia cortese,","Je vais te dire, ma gentille fille,","Je vais te dire, ma jolie fille,"
"Po’ che parlar   possiamo per ligire,","parce que nous pouvons parler librement,",parce que nous pouvons discuter sans limites.
"E più arditamente, ver vo’ dire,","et plus hardiement, je veux dire,","hardiment, j'exprime:"
"Chennoi non solavàn, quest’è palese.","que nous ne devons pas seulement nous reposer, c'est évident.",Il est évident que nous ne devons pas seulement nous détendre.
"Tu sì sa’ ben ch’i’ son d’istran paese,",Tu sais très bien que je viens d'un pays étranger.,Tu sais que je viens d'un pays étranger.
"E, s’i’ son messa qui per te nodrire,","Et si on m'a mise ici pour te nourrir,","Et si j'ai été mise ici pour te nourrir,"
"Sì ti priego, figluola, chett’atire","Je t'en prie, ma fille, que tu te consacres à moi.","S'il te plaît, postérité, que tu t'appliques"
In saper guadagniar   ben tue spese.,à apprendre à bien gagner pour toi-même.,apprendre à chercher un bon revenu pour elle-même.
Non ch’i’ te dica ch’i’ voglia pensare,Je ne te dis pas que je veux réfléchir.,Je ne te dis pas que j'ai envie de réfléchir.
"Chettu d’Amor per me sie ’nviluppata,","Que tu sois amoureuse de moi,","que tu sois fascinée par moi,"
Ma tuttor sì te voglio ricontare,Mais je veux toujours te raconter,Mais je veux toujours te raconter
"La via ond’io dovrè’ esser andata,",le chemin que je devais parcourir,Le trajet que je devais prendre.
"E ’n che maniera mi dovea menare,",et comment je devais agir,et comment je devais agir
Anzi che mia bieltà fosse passata.,avant que ma beauté ne soit passée.,Avant que je ne m'évanouisse.
"Figluola mia, chi vuol gioir d’Amore,","Ma fille, qui veut se réjouir d'amour,","Ma fille, qui veut exulter d'amour,"
Convien ch’e’ sapia i suo’ comandamenti.,Il convient qu'il connaisse ses commandements.,Il faut qu'il connaisse ses préceptes.
Ver è ched e’ ve n’à due dispiacienti:,Il est vrai qu'il y a deux mécontents:,Il est vrai qu'il y a deux insatisfaits.
"Chi se ne ’nbriga,   sì fa gran follore.",Celui qui s'en fout fait un gros bruit.,"Qui s'en soucie peu, fait un grand bruit."
L’un dicie che ’n un sol luogo   il tu’ cuore,On dit que ton cœur,L'un d'eux dit que ton cœur
"Tu metta, sanza farne partimenti;","Tu mets, sans faire de part;","Vous imposez, sans prendre part."
L’altro vuol chessie largo in far presenti:,L'autre veut que tu sois généreuse pour faire des cadeaux.,L'autre veut que tu sois munifique en offrant des cadeaux.
"Chi di ciò ’l crede, falleria ancore.",Ceux qui croient en cela échoueront encore.,Celui qui a foi en cela va encore se tromper.
"Inulla guisa, figlia, vo’ sia larga,","Je ne veux pas que tu sois généreuse, ma fille.","En aucun cas, progéniture, je veux que tu sois magnanime."
Né che ’l tu’ cuor   tu metti in un sol luogo;,"et ne mets pas ton cœur dans un seul lieu,",Ne concentre pas tous tes espoirs en un seul endroit.
"Ma, se mi credi, in più luoghi lo larga.","Mais si tu me crois, élargit-le en plusieurs endroits.","Cependant, si vous me faites confiance, développez-le en plusieurs endroits."
"Se dài presenti,   fa che vaglian poco:","Si tu donnes des cadeaux, tu les laisses tomber.","Si tu fais des cadeaux, fais-les à prix réduit."
"Che, s’e’ ti dona Lucca, dàgli Barga.","Si Lucca te donne, donne-lui Barga.","Si Lucca te donne, donne-lui Barga."
Così sarai tuttor   Donna-del-Guocho.,Tu seras toujours la femme du jeu.,"Comme ça, tu seras toujours la reine du plaisir."
"Donar   di femina si è gran follia,","Donner des cadeaux de femme, c'est de la folie.",Offrir des femmes est une grande folie.
Sed e’ non s’è un poco a gienti atrare,mais ce n'est pas mal d'attirer les gens,"attirer les gens, mais ce n'est pas désagréable"
"Là dov’ella si creda su’ pro fare,","là où on croit pouvoir faire quelque chose,",Là où vous pensez avoir une chance de faire quelque chose.
E che ’l su’ dono radoppiato le sia.,Et que son cadeau ait doublé.,et que le don soit multiplié.
Quella non tengh’i’ già per villania:,Je ne la tiens pas pour méchante.,Je ne garde pas ça pour de la malignité.
"Ben ti consento quel cotal donare,","Je te permets de faire ce genre de cadeaux,",Je te laisse faire ce genre de cadeaux.
"Chéttu non vi puo’, se non guadagnare;",parce que tu ne peux rien faire d'autre que de gagner de l'argent;,Parce que tu n'as pas d'autre choix que d'avoir un revenu.
Gran senn’è a far   tal mercatantia.,Une grande sagesse de faire cette marchandise.,Énorme sagesse d'exécuter cette marchandise.
"Agl’uomini lasciàn far   la largheza,","Nous laissons les hommes faire la générosité,",Laissons les hommes exercer leur magnanimité.
"Ché Natura la ci à, pez’è, vietata:",parce que la nature nous l'a interdite;,Parce que la nature nous l'a interdite.
Dunque a femina farla si è senpieza;,"alors pour les femmes, il est facile de le faire;","Alors pour les femmes, il est facile de le faire;"
"Avegnia che ciascun’è sì afetata,","et pourtant tout le monde est si attiré,","Cependant, chacun est si fasciné."
"Che volontier di lei fanno straneza,","qui font volontiers exception pour vous,","qui font volontiers une exception pour vous,"
Sed e’ non s’è alcuna disperata.,Mais il n'y a pas de désespérée.,Mais il n'y a pas de désolation.
"I’ lodo ben, se•ttu vuo’ far amico,","Je suis content, si tu veux te faire un ami,",Je suis heureux si tu veux faire alliance.
"Che ’l bel valletto, che tant’è piaciente,","de ce beau garçon, qui est si agréable,","de cet adorable jeune homme, qui est si agréable."
"Che de le gioie ti fecie presente,",qui t'a fait des dons de joie,qui t'a donné de la joie
"E àtti amata di gran tenpo antico,","et qui t'a aimé pendant longtemps,",et qu'il t'a adoré pendant une longue période.
Chettu sì ll’ami; ma tuttor ti dico,Que tu l'aimes aussi; mais je te le dis encore,Que tu l'aimes aussi; mais je t'affirme toujours
"Chettu no ll’ami troppo fermamente,","que tu ne devrais pas l'aimer trop fermement,",que tu ne devrais pas l'aimer trop intensément.
"Ma fa che degli altr’ami, sagiamente,","Mais au lieu de cela, il aime les autres avec sagesse,","Au lieu de cela, il aime les autres avec prudence."
"Ché ’l cuor, che•nn’ama un sol, non val un fico.",Parce que le cœur qui n'aime pas un seul ne vaut pas un figuier.,Parce qu'un cœur qui n'est pas fidèle à un seul ne vaut même pas un sou.
"Ed io te ne chiedrò degl’altri assai,","Et je t'en demanderai d'autres souvent,",Et je te demanderai souvent d'autres personnes.
"Sì che d’aver sarai   tuttor fornita,","Pour que tu sois toujours fournie,",De sorte que tu seras toujours fournie.
Ed e’ n’andranno con pene e con guai.,Et ils partiront avec douleur et chagrin.,Ils s'éloigneront avec tristesse et regret.
"Se ttu mi credi, e Cristo ti dà vita,","Si tu me crois, et que le Christ te donne la vie,","Si tu me fais confiance, et que le Christ te donne l'existence,"
"Tu tti fodrai   d’ermine, e di vai,","Tu porteras de la fourrure et du velours,",Tu vas porter de la fourrure et du satin.
E la tua borsa fia tuttor fornita.,Et ton sac sera toujours plein.,Et ton sac sera toujours rempli.
"Buon acontar fa huon, c’abia danari,",Les gens qui ont de l'argent font un bon compte.,C'est ce que font les gens qui ont les ressources.
Ma’ ched e’ sia chi ben pelar li saccia:,Mais vous feriez mieux de savoir comment les gérer.,"Cependant, il est préférable que vous sachiez comment les manipuler avec habileté."
"Con quel cotal fa buon intrar in caccia,","Avec ce genre, tu auras bonne chance dans la chasse,","Avec ce gars, tu auras du succès dans ta recherche."
Ma’ ched e’ no gli tenga troppo cari.,Mais qu'ils ne se soucient pas trop d'eux.,Mais ne les considérez pas comme trop importants.
"L’acontanza a color, che•sson avari,",la constance de ceux qui sont avares,la persévérance de ceux qui sont économes
Sì par c’a Dio e al mondo dispiaccia:,"Désolé à Dieu et au monde,",Dieu et l'humanité sont attristés.
"Non dar mangiar a que’ cotali in taccia,","Ne nourris pas ces gens en secret,",Ne les nourrissez pas d'une manière occulte.
Ché ’ pagamenti lor son troppo amari.,Parce que leurs paiements seront trop amers.,Parce que leur salaire sera trop douloureux.
Ma fa' pur ch’e’ ti paghi inanzi mano:,Mais assure-toi qu'il te paie à l'avance.,Assurez-vous qu'il vous soit remis plus tôt.
"Ché, quand’e’ sarà ben volonteroso,","Pourquoi, quand il sera bien disposé","Pourquoi, quand il sera prêt"
"Per la fé, ched i’ do a san Giermano,","par la foi, que j'ai en saint Germano",Pour la dévotion que je nourris pour saint Germano
E’ non potrà tener nulla nascoso.,Il ne pourra rien cacher.,Vous ne cacherez rien.
"Già tanto non fia sagio, né ciertano,","Déjà ne soyez pas sage, bien sûr",Il n'y a pas grand-chose que je sache.
Sed e’ sarà di quel volonteroso.,Mais c'est à lui qu'il appartient.,Mais c'est à ce moment-là qu'il doit venir.
"E quando sol’ a sol con lui sarai,","Et quand tu seras seule avec lui,","Quand tu seras seule avec lui,"
"Sì fa che•ttu gli facci saramenti,",Assure-toi qu'il lui fasse des compliments.,Assurez-vous qu'il lui adresse des félicitations.
"Che•ttu per suo’ danar non ti consenti,","Que tu refuses d'accepter de l'argent,",Que tu ne prennes pas d'argent.
"Ma sol per grande amor, che•ttu in lui ài.",Mais seulement pour le grand amour que tu as pour lui.,Mais seulement à cause de la profonde dévotion que tu as pour lui.
"S’e’ fosser mille, a ciascun lo dirai,","S'ils étaient mille, tu le diras à chacun,","Si c'était un millier, tu le dirais à chacun,"
"E’ sì ’l te crederanno, que’ dolenti;","Et ils te croiront, les affligés;","Ils te font confiance, ceux qui sont affligés."
"E saccie far   sì che ciascuno adenti,","et tu fais en sorte que tu mettes la morsure sur eux tous,",Et tu fais en sorte que tu leur imposes ta volonté.
Insin c’a povertà gli metterai.,Jusqu'à ce que vous les réduisiez à la pauvreté.,Jusqu'à ce que vous les appauvrissiez.
"Che ttu ssè tutta loro, dé’ giurare;",Tu dois jurer que tu es tout à eux.,Tu dois promettre que tu es tout à eux.
"Se tti spergiuri, nonn vi metter piato,","Si tu te parjures, il n'y aura pas de pitié,","Si tu t'engages dans une fausse déclaration, il n'y aura pas de miséricorde."
Ché Dio non se ne fa se non ghignare:,Parce que Dieu ne se moque pas de ceux qui parjurent:,Parce que Dieu ne se moque pas de ceux qui parjurent.
"Ché, sie ciertana, ch’e’ non è peccato,","Parce que, s'il est certain que ce n'est pas un péché,","Parce que, s'il est indiscutable que ce n'est pas une faute."
Chi si spergiura per voler pelare,Qui se parjure pour vouloir tromper,Qui se jure de vouloir tromper?
"Colui, che fie di te così ingannato.",Celui qui a été trompé par toi.,Celui qui a été escroqué par toi.
A gran pena può femina venire,Une femme peut avoir de grandes difficultés.,Une femme peut avoir de grands défis.
A buon capo di questa gente rea.,Pour s'occuper de ces méchants.,Affronter ces méchants.
"Dido non potte ritenere Enea,",Dido n'a pas pu retenir Enea.,Dido n'a pas réussi à réprimer Énée.
"Ched e’ non si volesse pur fugire,","Parce qu'il voulait juste s'enfuir,","Parce qu'il voulait juste s'évader,"
Che mise tanta pena in lui servire.,Et il a mis tant de peine à être à son service.,Et il s'est beaucoup efforcé de se vouer à son service.
Or che fecie Giesonaio de Medea?,Et qu'a fait Giasonaggio avec Médée?,Qu'a fait Jasonaggio avec Médée?
"Che per gl’incantamenti, che sapea,","Que pour les sorts qu'il savait,","Pour la magie que vous connaissiez,"
"Ela ’l sepe di morte guarentire,","Elle l'a sauvé de la mort,",Elle l'a protégé de son départ.
"E’ po’ sì la lasciò, quel disleale.","Et puis il l'a quittée, l'infidèle.","Et puis il l'a abandonnée, la déloyale."
"Undici figluoli, ched ella avea",Onze enfants qu'elle avait.,Onze descendants qu'elle possédait.
"Di lui, gli mise a morte, e fecie male;","De lui, il les mit à mort, et il fit du mal.","De lui, il les a tués, et il a fait du mal."
"Ma era tanto il ben, ch’ella volea,",Mais c'était le bien qu'il voulait pour elle.,Mais c'était l'affection qu'il ressentait pour elle.
Ch’ella lasciò tutta pietà carnale,Qu'elle a laissé toute la pitié de la chair,Qu'elle abandonna tout sentiment charnel
"Per crucciar que’, che tanto le piacea.",Pour tourmenter ceux qu'elle aimait tant.,Pour affliger ceux qu'elle aimait beaucoup.
"Molti d’assenpri dartene potrei,",Je pourrais te donner beaucoup d'autres exemples.,Je pourrais vous donner beaucoup d'autres exemples.
Ma troppo saria lungo parlamento:,Mais mon discours serait trop long.,"Cependant, mon raisonnement serait trop long."
Ciascuna dé aver fermo intendimento,Chacun devrait avoir une ferme intention.,Chacun devrait avoir une volonté forte.
"Di scorticargli, sì son falsi e rei.",De les écorcher s'ils sont faux et méchants.,"Frappe-les, s'ils sont méchants et méchants."
